DATUM,Category,Type,Year,Value,Prev_Year_Value,Change_Prev_Month_Pct,Change_Prev_Year_Pct,12M_Moving_Avg,Month
2003-04-01,Fluchtunfälle,insgesamt,2003,844.0,784.0,-1.17,7.65,860.0,4
2003-04-01,Fluchtunfälle,Verletzte und Getötete,2003,30.0,37.0,-31.82,-18.92,50.0,4
2003-04-01,Verkehrsunfälle,mit Personenschäden,2003,429.0,432.0,14.71,-0.69,454.0,4
2003-04-01,Alkoholunfälle,insgesamt,2003,50.0,65.0,-5.66,-23.08,66.0,4
2003-04-01,Verkehrsunfälle,insgesamt,2003,3106.0,3142.0,1.5,-1.15,3362.0,4
2003-04-01,Alkoholunfälle,Verletzte und Getötete,2003,25.0,28.0,47.06,-10.71,30.0,4
2003-05-01,Verkehrsunfälle,Verletzte und Getötete,2003,632.0,654.0,18.13,-3.36,568.0,5
2003-05-01,Alkoholunfälle,insgesamt,2003,65.0,58.0,30.0,12.07,66.0,5
2003-05-01,Verkehrsunfälle,insgesamt,2003,3255.0,3731.0,4.8,-12.76,3322.0,5
2003-05-01,Alkoholunfälle,Verletzte und Getötete,2003,26.0,32.0,4.0,-18.75,30.0,5
2003-05-01,Verkehrsunfälle,mit Personenschäden,2003,510.0,537.0,18.88,-5.03,452.0,5
2003-05-01,Fluchtunfälle,insgesamt,2003,763.0,857.0,-9.6,-10.97,852.0,5
2003-05-01,Fluchtunfälle,Verletzte und Getötete,2003,56.0,73.0,86.67,-23.29,48.0,5
2003-06-01,Alkoholunfälle,insgesamt,2003,82.0,74.0,26.15,10.81,67.0,6
2003-06-01,Verkehrsunfälle,Verletzte und Getötete,2003,723.0,833.0,14.4,-13.21,559.0,6
2003-06-01,Fluchtunfälle,insgesamt,2003,855.0,987.0,12.06,-13.37,841.0,6
2003-06-01,Fluchtunfälle,Verletzte und Getötete,2003,81.0,74.0,44.64,9.46,49.0,6
2003-06-01,Verkehrsunfälle,insgesamt,2003,3139.0,3586.0,-3.56,-12.47,3285.0,6
2003-06-01,Alkoholunfälle,Verletzte und Getötete,2003,41.0,42.0,57.69,-2.38,29.0,6
2003-06-01,Verkehrsunfälle,mit Personenschäden,2003,566.0,675.0,10.98,-16.15,443.0,6
2003-07-01,Verkehrsunfälle,insgesamt,2003,3321.0,3960.0,5.8,-16.14,3231.0,7
2003-07-01,Fluchtunfälle,Verletzte und Getötete,2003,35.0,72.0,-56.79,-51.39,46.0,7
2003-07-01,Verkehrsunfälle,mit Personenschäden,2003,538.0,711.0,-4.95,-24.33,428.0,7
2003-07-01,Alkoholunfälle,insgesamt,2003,76.0,84.0,-7.32,-9.52,66.0,7
2003-07-01,Fluchtunfälle,insgesamt,2003,562.0,1026.0,-34.27,-45.22,802.0,7
2003-07-01,Alkoholunfälle,Verletzte und Getötete,2003,35.0,40.0,-14.63,-12.5,29.0,7
2003-07-01,Verkehrsunfälle,Verletzte und Getötete,2003,644.0,865.0,-10.93,-25.55,540.0,7
2003-08-01,Verkehrsunfälle,insgesamt,2003,2837.0,3007.0,-14.57,-5.65,3217.0,8
2003-08-01,Fluchtunfälle,Verletzte und Getötete,2003,41.0,50.0,17.14,-18.0,45.0,8
2003-08-01,Verkehrsunfälle,mit Personenschäden,2003,461.0,479.0,-14.31,-3.76,427.0,8
2003-08-01,Fluchtunfälle,insgesamt,2003,698.0,785.0,24.2,-11.08,795.0,8
2003-08-01,Alkoholunfälle,insgesamt,2003,66.0,71.0,-13.16,-7.04,66.0,8
2003-08-01,Alkoholunfälle,Verletzte und Getötete,2003,40.0,29.0,14.29,37.93,30.0,8
2003-08-01,Verkehrsunfälle,Verletzte und Getötete,2003,577.0,601.0,-10.4,-3.99,538.0,8
2003-09-01,Fluchtunfälle,Verletzte und Getötete,2003,50.0,77.0,21.95,-35.06,43.0,9
2003-09-01,Alkoholunfälle,Verletzte und Getötete,2003,26.0,51.0,-35.0,-49.02,28.0,9
2003-09-01,Verkehrsunfälle,mit Personenschäden,2003,452.0,509.0,-1.95,-11.2,422.0,9
2003-09-01,Verkehrsunfälle,insgesamt,2003,3393.0,3436.0,19.6,-1.25,3214.0,9
2003-09-01,Fluchtunfälle,insgesamt,2003,945.0,1039.0,35.39,-9.05,787.0,9
2003-09-01,Verkehrsunfälle,Verletzte und Getötete,2003,560.0,621.0,-2.95,-9.82,533.0,9
2003-09-01,Alkoholunfälle,insgesamt,2003,63.0,107.0,-4.55,-41.12,62.0,9
2003-10-01,Alkoholunfälle,Verletzte und Getötete,2003,17.0,53.0,-34.62,-67.92,25.0,10
2003-10-01,Verkehrsunfälle,mit Personenschäden,2003,466.0,467.0,3.1,-0.21,422.0,10
2003-10-01,Verkehrsunfälle,Verletzte und Getötete,2003,595.0,630.0,6.25,-5.56,530.0,10
2003-10-01,Fluchtunfälle,Verletzte und Getötete,2003,47.0,49.0,-6.0,-4.08,43.0,10
2003-10-01,Alkoholunfälle,insgesamt,2003,74.0,83.0,17.46,-10.84,61.0,10
2003-10-01,Fluchtunfälle,insgesamt,2003,960.0,1019.0,1.59,-5.79,782.0,10
2003-10-01,Verkehrsunfälle,insgesamt,2003,3631.0,3859.0,7.01,-5.91,3195.0,10
2003-11-01,Fluchtunfälle,Verletzte und Getötete,2003,59.0,50.0,25.53,18.0,44.0,11
2003-11-01,Alkoholunfälle,insgesamt,2003,44.0,44.0,-40.54,0.0,61.0,11
2003-11-01,Alkoholunfälle,Verletzte und Getötete,2003,31.0,10.0,82.35,210.0,27.0,11
2003-11-01,Verkehrsunfälle,mit Personenschäden,2003,359.0,448.0,-22.96,-19.87,414.0,11
2003-11-01,Fluchtunfälle,insgesamt,2003,953.0,882.0,-0.73,8.05,788.0,11
2003-11-01,Verkehrsunfälle,Verletzte und Getötete,2003,464.0,563.0,-22.02,-17.58,522.0,11
2003-11-01,Verkehrsunfälle,insgesamt,2003,3325.0,3529.0,-8.43,-5.78,3178.0,11
2003-12-01,Fluchtunfälle,Verletzte und Getötete,2003,78.0,38.0,32.2,105.26,47.0,12
2003-12-01,Alkoholunfälle,insgesamt,2003,58.0,63.0,31.82,-7.94,61.0,12
2003-12-01,Verkehrsunfälle,mit Personenschäden,2003,383.0,304.0,6.69,25.99,421.0,12
2003-12-01,Alkoholunfälle,Verletzte und Getötete,2003,27.0,27.0,-12.9,0.0,27.0,12
2003-12-01,Verkehrsunfälle,Verletzte und Getötete,2003,493.0,394.0,6.25,25.13,530.0,12
2003-12-01,Fluchtunfälle,insgesamt,2003,858.0,706.0,-9.97,21.53,801.0,12
2003-12-01,Verkehrsunfälle,insgesamt,2003,3527.0,3023.0,6.08,16.67,3220.0,12
2004-01-01,Fluchtunfälle,Verletzte und Getötete,2004,33.0,21.0,-57.69,57.14,48.0,1
2004-01-01,Alkoholunfälle,insgesamt,2004,42.0,55.0,-27.59,-23.64,60.0,1
2004-01-01,Verkehrsunfälle,insgesamt,2004,2969.0,3073.0,-15.82,-3.38,3211.0,1
2004-01-01,Verkehrsunfälle,mit Personenschäden,2004,286.0,282.0,-25.33,1.42,421.0,1
2004-01-01,Verkehrsunfälle,Verletzte und Getötete,2004,377.0,358.0,-23.53,5.31,532.0,1
2004-01-01,Alkoholunfälle,Verletzte und Getötete,2004,10.0,18.0,-62.96,-44.44,26.0,1
2004-01-01,Fluchtunfälle,insgesamt,2004,828.0,747.0,-3.5,10.84,808.0,1
2004-02-01,Fluchtunfälle,Verletzte und Getötete,2004,31.0,20.0,-6.06,55.0,49.0,2
2004-02-01,Verkehrsunfälle,insgesamt,2004,2728.0,2968.0,-8.12,-8.09,3191.0,2
2004-02-01,Verkehrsunfälle,Verletzte und Getötete,2004,310.0,308.0,-17.77,0.65,532.0,2
2004-02-01,Verkehrsunfälle,mit Personenschäden,2004,240.0,232.0,-16.08,3.45,422.0,2
2004-02-01,Alkoholunfälle,insgesamt,2004,48.0,44.0,14.29,9.09,60.0,2
2004-02-01,Alkoholunfälle,Verletzte und Getötete,2004,21.0,16.0,110.0,31.25,26.0,2
2004-02-01,Fluchtunfälle,insgesamt,2004,723.0,572.0,-12.68,26.4,820.0,2
2004-03-01,Verkehrsunfälle,Verletzte und Getötete,2004,403.0,476.0,30.0,-15.34,526.0,3
2004-03-01,Fluchtunfälle,insgesamt,2004,817.0,854.0,13.0,-4.33,817.0,3
2004-03-01,Verkehrsunfälle,mit Personenschäden,2004,321.0,374.0,33.75,-14.17,418.0,3
2004-03-01,Alkoholunfälle,insgesamt,2004,44.0,53.0,-8.33,-16.98,59.0,3
2004-03-01,Verkehrsunfälle,insgesamt,2004,3271.0,3060.0,19.9,6.9,3209.0,3
2004-03-01,Alkoholunfälle,Verletzte und Getötete,2004,18.0,17.0,-14.29,5.88,26.0,3
2004-03-01,Fluchtunfälle,Verletzte und Getötete,2004,20.0,44.0,-35.48,-54.55,47.0,3
2004-04-01,Verkehrsunfälle,mit Personenschäden,2004,388.0,429.0,20.87,-9.56,414.0,4
2004-04-01,Alkoholunfälle,Verletzte und Getötete,2004,10.0,25.0,-44.44,-60.0,25.0,4
2004-04-01,Verkehrsunfälle,insgesamt,2004,3183.0,3106.0,-2.69,2.48,3215.0,4
2004-04-01,Verkehrsunfälle,Verletzte und Getötete,2004,461.0,535.0,14.39,-13.83,520.0,4
2004-04-01,Alkoholunfälle,insgesamt,2004,37.0,50.0,-15.91,-26.0,58.0,4
2004-04-01,Fluchtunfälle,Verletzte und Getötete,2004,39.0,30.0,95.0,30.0,48.0,4
2004-04-01,Fluchtunfälle,insgesamt,2004,875.0,844.0,7.1,3.67,820.0,4
2004-05-01,Alkoholunfälle,insgesamt,2004,55.0,65.0,48.65,-15.38,57.0,5
2004-05-01,Alkoholunfälle,Verletzte und Getötete,2004,30.0,26.0,200.0,15.38,26.0,5
2004-05-01,Fluchtunfälle,Verletzte und Getötete,2004,41.0,56.0,5.13,-26.79,46.0,5
2004-05-01,Fluchtunfälle,insgesamt,2004,867.0,763.0,-0.91,13.63,828.0,5
2004-05-01,Verkehrsunfälle,Verletzte und Getötete,2004,600.0,632.0,30.15,-5.06,517.0,5
2004-05-01,Verkehrsunfälle,insgesamt,2004,3378.0,3255.0,6.13,3.78,3225.0,5
2004-05-01,Verkehrsunfälle,mit Personenschäden,2004,476.0,510.0,22.68,-6.67,411.0,5
2004-06-01,Fluchtunfälle,insgesamt,2004,859.0,855.0,-0.92,0.47,829.0,6
2004-06-01,Fluchtunfälle,Verletzte und Getötete,2004,53.0,81.0,29.27,-34.57,44.0,6
2004-06-01,Verkehrsunfälle,insgesamt,2004,3229.0,3139.0,-4.41,2.87,3233.0,6
2004-06-01,Verkehrsunfälle,mit Personenschäden,2004,491.0,566.0,3.15,-13.25,405.0,6
2004-06-01,Verkehrsunfälle,Verletzte und Getötete,2004,598.0,723.0,-0.33,-17.29,507.0,6
2004-06-01,Alkoholunfälle,Verletzte und Getötete,2004,25.0,41.0,-16.67,-39.02,24.0,6
2004-06-01,Alkoholunfälle,insgesamt,2004,58.0,82.0,5.45,-29.27,55.0,6
2004-07-01,Verkehrsunfälle,insgesamt,2004,3760.0,3321.0,16.44,13.22,3269.0,7
2004-07-01,Alkoholunfälle,insgesamt,2004,67.0,76.0,15.52,-11.84,55.0,7
2004-07-01,Verkehrsunfälle,Verletzte und Getötete,2004,811.0,644.0,35.62,25.93,521.0,7
2004-07-01,Alkoholunfälle,Verletzte und Getötete,2004,44.0,35.0,76.0,25.71,25.0,7
2004-07-01,Fluchtunfälle,insgesamt,2004,970.0,562.0,12.92,72.6,863.0,7
2004-07-01,Verkehrsunfälle,mit Personenschäden,2004,646.0,538.0,31.57,20.07,414.0,7
2004-07-01,Fluchtunfälle,Verletzte und Getötete,2004,83.0,35.0,56.6,137.14,48.0,7
2004-08-01,Alkoholunfälle,Verletzte und Getötete,2004,47.0,40.0,6.82,17.5,26.0,8
2004-08-01,Verkehrsunfälle,insgesamt,2004,2926.0,2837.0,-22.18,3.14,3277.0,8
2004-08-01,Verkehrsunfälle,Verletzte und Getötete,2004,584.0,577.0,-27.99,1.21,521.0,8
2004-08-01,Fluchtunfälle,insgesamt,2004,784.0,698.0,-19.18,12.32,870.0,8
2004-08-01,Verkehrsunfälle,mit Personenschäden,2004,584.0,461.0,-9.6,26.68,424.0,8
2004-08-01,Fluchtunfälle,Verletzte und Getötete,2004,48.0,41.0,-42.17,17.07,49.0,8
2004-08-01,Alkoholunfälle,insgesamt,2004,58.0,66.0,-13.43,-12.12,54.0,8
2004-09-01,Verkehrsunfälle,insgesamt,2004,3663.0,3393.0,25.19,7.96,3299.0,9
2004-09-01,Verkehrsunfälle,Verletzte und Getötete,2004,659.0,560.0,12.84,17.68,530.0,9
2004-09-01,Alkoholunfälle,Verletzte und Getötete,2004,41.0,26.0,-12.77,57.69,27.0,9
2004-09-01,Alkoholunfälle,insgesamt,2004,79.0,63.0,36.21,25.4,55.0,9
2004-09-01,Fluchtunfälle,Verletzte und Getötete,2004,63.0,50.0,31.25,26.0,50.0,9
2004-09-01,Verkehrsunfälle,mit Personenschäden,2004,541.0,452.0,-7.36,19.69,432.0,9
2004-09-01,Fluchtunfälle,insgesamt,2004,957.0,945.0,22.07,1.27,871.0,9
2004-10-01,Fluchtunfälle,Verletzte und Getötete,2004,40.0,47.0,-36.51,-14.89,49.0,10
2004-10-01,Verkehrsunfälle,insgesamt,2004,3716.0,3631.0,1.45,2.34,3306.0,10
2004-10-01,Verkehrsunfälle,mit Personenschäden,2004,465.0,466.0,-14.05,-0.21,432.0,10
2004-10-01,Verkehrsunfälle,Verletzte und Getötete,2004,561.0,595.0,-14.87,-5.71,527.0,10
2004-10-01,Alkoholunfälle,Verletzte und Getötete,2004,26.0,17.0,-36.59,52.94,28.0,10
2004-10-01,Alkoholunfälle,insgesamt,2004,68.0,74.0,-13.92,-8.11,55.0,10
2004-10-01,Fluchtunfälle,insgesamt,2004,1022.0,960.0,6.79,6.46,876.0,10
2004-11-01,Verkehrsunfälle,mit Personenschäden,2004,360.0,359.0,-22.58,0.28,432.0,11
2004-11-01,Verkehrsunfälle,insgesamt,2004,3449.0,3325.0,-7.19,3.73,3317.0,11
2004-11-01,Verkehrsunfälle,Verletzte und Getötete,2004,439.0,464.0,-21.75,-5.39,525.0,11
2004-11-01,Fluchtunfälle,insgesamt,2004,903.0,953.0,-11.64,-5.25,872.0,11
2004-11-01,Alkoholunfälle,Verletzte und Getötete,2004,20.0,31.0,-23.08,-35.48,27.0,11
2004-11-01,Alkoholunfälle,insgesamt,2004,51.0,44.0,-25.0,15.91,55.0,11
2004-11-01,Fluchtunfälle,Verletzte und Getötete,2004,46.0,59.0,15.0,-22.03,48.0,11
2004-12-01,Alkoholunfälle,Verletzte und Getötete,2004,12.0,27.0,-40.0,-55.56,25.0,12
2004-12-01,Alkoholunfälle,insgesamt,2004,52.0,58.0,1.96,-10.34,55.0,12
2004-12-01,Fluchtunfälle,Verletzte und Getötete,2004,45.0,78.0,-2.17,-42.31,45.0,12
2004-12-01,Fluchtunfälle,insgesamt,2004,942.0,858.0,4.32,9.79,879.0,12
2004-12-01,Verkehrsunfälle,insgesamt,2004,3792.0,3527.0,9.94,7.51,3339.0,12
2004-12-01,Verkehrsunfälle,mit Personenschäden,2004,416.0,383.0,15.56,8.62,435.0,12
2004-12-01,Verkehrsunfälle,Verletzte und Getötete,2004,416.0,493.0,-5.24,-15.62,518.0,12
2005-01-01,Alkoholunfälle,Verletzte und Getötete,2005,13.0,10.0,8.33,30.0,26.0,1
2005-01-01,Verkehrsunfälle,mit Personenschäden,2005,244.0,286.0,-41.35,-14.69,431.0,1
2005-01-01,Fluchtunfälle,Verletzte und Getötete,2005,24.0,33.0,-46.67,-27.27,44.0,1
2005-01-01,Alkoholunfälle,insgesamt,2005,48.0,42.0,-7.69,14.29,55.0,1
2005-01-01,Fluchtunfälle,insgesamt,2005,749.0,828.0,-20.49,-9.54,872.0,1
2005-01-01,Verkehrsunfälle,insgesamt,2005,2788.0,2969.0,-26.48,-6.1,3324.0,1
2005-01-01,Verkehrsunfälle,Verletzte und Getötete,2005,306.0,377.0,-26.44,-18.83,512.0,1
2005-02-01,Alkoholunfälle,Verletzte und Getötete,2005,14.0,21.0,7.69,-33.33,25.0,2
2005-02-01,Verkehrsunfälle,Verletzte und Getötete,2005,282.0,310.0,-7.84,-9.03,510.0,2
2005-02-01,Fluchtunfälle,insgesamt,2005,961.0,723.0,28.3,32.92,892.0,2
2005-02-01,Verkehrsunfälle,mit Personenschäden,2005,229.0,240.0,-6.15,-4.58,430.0,2
2005-02-01,Fluchtunfälle,Verletzte und Getötete,2005,22.0,31.0,-8.33,-29.03,44.0,2
2005-02-01,Alkoholunfälle,insgesamt,2005,40.0,48.0,-16.67,-16.67,55.0,2
2005-02-01,Verkehrsunfälle,insgesamt,2005,3461.0,2728.0,24.14,26.87,3385.0,2
2005-03-01,Fluchtunfälle,insgesamt,2005,1115.0,817.0,16.02,36.47,917.0,3
2005-03-01,Alkoholunfälle,insgesamt,2005,40.0,44.0,0.0,-9.09,54.0,3
2005-03-01,Verkehrsunfälle,insgesamt,2005,3560.0,3271.0,2.86,8.84,3409.0,3
2005-03-01,Verkehrsunfälle,mit Personenschäden,2005,299.0,321.0,30.57,-6.85,428.0,3
2005-03-01,Verkehrsunfälle,Verletzte und Getötete,2005,385.0,403.0,36.52,-4.47,509.0,3
2005-03-01,Alkoholunfälle,Verletzte und Getötete,2005,13.0,18.0,-7.14,-27.78,25.0,3
2005-03-01,Fluchtunfälle,Verletzte und Getötete,2005,33.0,20.0,50.0,65.0,45.0,3
2005-04-01,Alkoholunfälle,insgesamt,2005,40.0,37.0,0.0,8.11,55.0,4
2005-04-01,Verkehrsunfälle,insgesamt,2005,3320.0,3183.0,-6.74,4.3,3420.0,4
2005-04-01,Alkoholunfälle,Verletzte und Getötete,2005,19.0,10.0,46.15,90.0,25.0,4
2005-04-01,Fluchtunfälle,Verletzte und Getötete,2005,45.0,39.0,36.36,15.38,45.0,4
2005-04-01,Verkehrsunfälle,Verletzte und Getötete,2005,514.0,461.0,33.51,11.5,513.0,4
2005-04-01,Verkehrsunfälle,mit Personenschäden,2005,422.0,388.0,41.14,8.76,431.0,4
2005-04-01,Fluchtunfälle,insgesamt,2005,937.0,875.0,-15.96,7.09,922.0,4
2005-05-01,Verkehrsunfälle,Verletzte und Getötete,2005,618.0,600.0,20.23,3.0,514.0,5
2005-05-01,Verkehrsunfälle,insgesamt,2005,3321.0,3378.0,0.03,-1.69,3415.0,5
2005-05-01,Alkoholunfälle,insgesamt,2005,48.0,55.0,20.0,-12.73,54.0,5
2005-05-01,Fluchtunfälle,insgesamt,2005,902.0,867.0,-3.74,4.04,925.0,5
2005-05-01,Alkoholunfälle,Verletzte und Getötete,2005,21.0,30.0,10.53,-30.0,25.0,5
2005-05-01,Fluchtunfälle,Verletzte und Getötete,2005,52.0,41.0,15.56,26.83,46.0,5
2005-05-01,Verkehrsunfälle,mit Personenschäden,2005,521.0,476.0,23.46,9.45,435.0,5
2005-06-01,Fluchtunfälle,Verletzte und Getötete,2005,53.0,53.0,1.92,0.0,46.0,6
2005-06-01,Alkoholunfälle,insgesamt,2005,57.0,58.0,18.75,-1.72,54.0,6
2005-06-01,Alkoholunfälle,Verletzte und Getötete,2005,31.0,25.0,47.62,24.0,25.0,6
2005-06-01,Verkehrsunfälle,mit Personenschäden,2005,627.0,491.0,20.35,27.7,446.0,6
2005-06-01,Fluchtunfälle,insgesamt,2005,901.0,859.0,-0.11,4.89,929.0,6
2005-06-01,Verkehrsunfälle,insgesamt,2005,3499.0,3229.0,5.36,8.36,3438.0,6
2005-06-01,Verkehrsunfälle,Verletzte und Getötete,2005,729.0,598.0,17.96,21.91,525.0,6
2005-07-01,Alkoholunfälle,Verletzte und Getötete,2005,26.0,44.0,-16.13,-40.91,24.0,7
2005-07-01,Fluchtunfälle,insgesamt,2005,951.0,970.0,5.55,-1.96,927.0,7
2005-07-01,Verkehrsunfälle,insgesamt,2005,3631.0,3760.0,3.77,-3.43,3427.0,7
2005-07-01,Verkehrsunfälle,Verletzte und Getötete,2005,675.0,811.0,-7.41,-16.77,514.0,7
2005-07-01,Verkehrsunfälle,mit Personenschäden,2005,558.0,646.0,-11.0,-13.62,439.0,7
2005-07-01,Fluchtunfälle,Verletzte und Getötete,2005,65.0,83.0,22.64,-21.69,45.0,7
2005-07-01,Alkoholunfälle,insgesamt,2005,63.0,67.0,10.53,-5.97,54.0,7
2005-08-01,Verkehrsunfälle,Verletzte und Getötete,2005,582.0,584.0,-13.78,-0.34,514.0,8
2005-08-01,Fluchtunfälle,Verletzte und Getötete,2005,37.0,48.0,-43.08,-22.92,44.0,8
2005-08-01,Alkoholunfälle,insgesamt,2005,48.0,58.0,-23.81,-17.24,53.0,8
2005-08-01,Fluchtunfälle,insgesamt,2005,811.0,784.0,-14.72,3.44,929.0,8
2005-08-01,Verkehrsunfälle,mit Personenschäden,2005,462.0,584.0,-17.2,-20.89,429.0,8
2005-08-01,Verkehrsunfälle,insgesamt,2005,2965.0,2926.0,-18.34,1.33,3430.0,8
2005-08-01,Alkoholunfälle,Verletzte und Getötete,2005,33.0,47.0,26.92,-29.79,22.0,8
2005-09-01,Verkehrsunfälle,mit Personenschäden,2005,678.0,541.0,46.75,25.32,440.0,9
2005-09-01,Fluchtunfälle,Verletzte und Getötete,2005,81.0,63.0,118.92,28.57,45.0,9
2005-09-01,Verkehrsunfälle,insgesamt,2005,3921.0,3663.0,32.24,7.04,3452.0,9
2005-09-01,Fluchtunfälle,insgesamt,2005,1086.0,957.0,33.91,13.48,940.0,9
2005-09-01,Alkoholunfälle,insgesamt,2005,76.0,79.0,58.33,-3.8,53.0,9
2005-09-01,Verkehrsunfälle,Verletzte und Getötete,2005,825.0,659.0,41.75,25.19,528.0,9
2005-09-01,Alkoholunfälle,Verletzte und Getötete,2005,50.0,41.0,51.52,21.95,23.0,9
2005-10-01,Alkoholunfälle,Verletzte und Getötete,2005,35.0,26.0,-30.0,34.62,24.0,10
2005-10-01,Verkehrsunfälle,insgesamt,2005,3503.0,3716.0,-10.66,-5.73,3434.0,10
2005-10-01,Fluchtunfälle,insgesamt,2005,962.0,1022.0,-11.42,-5.87,935.0,10
2005-10-01,Fluchtunfälle,Verletzte und Getötete,2005,54.0,40.0,-33.33,35.0,46.0,10
2005-10-01,Verkehrsunfälle,mit Personenschäden,2005,451.0,465.0,-33.48,-3.01,439.0,10
2005-10-01,Verkehrsunfälle,Verletzte und Getötete,2005,568.0,561.0,-31.15,1.25,528.0,10
2005-10-01,Alkoholunfälle,insgesamt,2005,57.0,68.0,-25.0,-16.18,52.0,10
2005-11-01,Fluchtunfälle,insgesamt,2005,845.0,903.0,-12.16,-6.42,930.0,11
2005-11-01,Fluchtunfälle,Verletzte und Getötete,2005,27.0,46.0,-50.0,-41.3,45.0,11
2005-11-01,Alkoholunfälle,Verletzte und Getötete,2005,14.0,20.0,-60.0,-30.0,23.0,11
2005-11-01,Verkehrsunfälle,Verletzte und Getötete,2005,458.0,439.0,-19.37,4.33,530.0,11
2005-11-01,Verkehrsunfälle,insgesamt,2005,3205.0,3449.0,-8.51,-7.07,3414.0,11
2005-11-01,Alkoholunfälle,insgesamt,2005,42.0,51.0,-26.32,-17.65,51.0,11
2005-11-01,Verkehrsunfälle,mit Personenschäden,2005,496.0,360.0,9.98,37.78,450.0,11
2005-12-01,Alkoholunfälle,Verletzte und Getötete,2005,12.0,12.0,-14.29,0.0,23.0,12
2005-12-01,Fluchtunfälle,Verletzte und Getötete,2005,32.0,45.0,18.52,-28.89,44.0,12
2005-12-01,Fluchtunfälle,insgesamt,2005,817.0,942.0,-3.31,-13.27,920.0,12
2005-12-01,Alkoholunfälle,insgesamt,2005,41.0,52.0,-2.38,-21.15,50.0,12
2005-12-01,Verkehrsunfälle,insgesamt,2005,3549.0,3792.0,10.73,-6.41,3394.0,12
2005-12-01,Verkehrsunfälle,mit Personenschäden,2005,487.0,416.0,-1.81,17.07,456.0,12
2005-12-01,Verkehrsunfälle,Verletzte und Getötete,2005,460.0,416.0,0.44,10.58,534.0,12
2006-01-01,Verkehrsunfälle,Verletzte und Getötete,2006,364.0,306.0,-20.87,18.95,538.0,1
2006-01-01,Fluchtunfälle,insgesamt,2006,708.0,749.0,-13.34,-5.47,916.0,1
2006-01-01,Verkehrsunfälle,insgesamt,2006,2893.0,2788.0,-18.48,3.77,3402.0,1
2006-01-01,Alkoholunfälle,Verletzte und Getötete,2006,21.0,13.0,75.0,61.54,24.0,1
2006-01-01,Alkoholunfälle,insgesamt,2006,44.0,48.0,7.32,-8.33,50.0,1
2006-01-01,Verkehrsunfälle,mit Personenschäden,2006,291.0,244.0,-40.25,19.26,460.0,1
2006-01-01,Fluchtunfälle,Verletzte und Getötete,2006,31.0,24.0,-3.13,29.17,44.0,1
2006-02-01,Alkoholunfälle,Verletzte und Getötete,2006,21.0,14.0,0.0,50.0,25.0,2
2006-02-01,Verkehrsunfälle,insgesamt,2006,2901.0,3461.0,0.28,-16.18,3356.0,2
2006-02-01,Verkehrsunfälle,Verletzte und Getötete,2006,279.0,282.0,-23.35,-1.06,538.0,2
2006-02-01,Fluchtunfälle,insgesamt,2006,698.0,961.0,-1.41,-27.37,894.0,2
2006-02-01,Alkoholunfälle,insgesamt,2006,50.0,40.0,13.64,25.0,51.0,2
2006-02-01,Verkehrsunfälle,mit Personenschäden,2006,237.0,229.0,-18.56,3.49,461.0,2
2006-02-01,Fluchtunfälle,Verletzte und Getötete,2006,33.0,22.0,6.45,50.0,45.0,2
2006-03-01,Alkoholunfälle,insgesamt,2006,40.0,40.0,-20.0,0.0,51.0,3
2006-03-01,Verkehrsunfälle,insgesamt,2006,4165.0,3560.0,43.57,16.99,3406.0,3
2006-03-01,Alkoholunfälle,Verletzte und Getötete,2006,14.0,13.0,-33.33,7.69,25.0,3
2006-03-01,Fluchtunfälle,insgesamt,2006,1138.0,1115.0,63.04,2.06,896.0,3
2006-03-01,Fluchtunfälle,Verletzte und Getötete,2006,34.0,33.0,3.03,3.03,45.0,3
2006-03-01,Verkehrsunfälle,mit Personenschäden,2006,275.0,299.0,16.03,-8.03,459.0,3
2006-03-01,Verkehrsunfälle,Verletzte und Getötete,2006,375.0,385.0,34.41,-2.6,537.0,3
2006-04-01,Fluchtunfälle,insgesamt,2006,750.0,937.0,-34.09,-19.96,881.0,4
2006-04-01,Verkehrsunfälle,mit Personenschäden,2006,301.0,422.0,9.45,-28.67,449.0,4
2006-04-01,Verkehrsunfälle,Verletzte und Getötete,2006,387.0,514.0,3.2,-24.71,527.0,4
2006-04-01,Verkehrsunfälle,insgesamt,2006,2874.0,3320.0,-31.0,-13.43,3369.0,4
2006-04-01,Alkoholunfälle,insgesamt,2006,40.0,40.0,0.0,0.0,51.0,4
2006-04-01,Alkoholunfälle,Verletzte und Getötete,2006,16.0,19.0,14.29,-15.79,25.0,4
2006-04-01,Fluchtunfälle,Verletzte und Getötete,2006,25.0,45.0,-26.47,-44.44,44.0,4
2006-05-01,Alkoholunfälle,insgesamt,2006,53.0,48.0,32.5,10.42,51.0,5
2006-05-01,Verkehrsunfälle,insgesamt,2006,3032.0,3321.0,5.5,-8.7,3345.0,5
2006-05-01,Alkoholunfälle,Verletzte und Getötete,2006,28.0,21.0,75.0,33.33,25.0,5
2006-05-01,Verkehrsunfälle,mit Personenschäden,2006,471.0,521.0,56.48,-9.6,445.0,5
2006-05-01,Fluchtunfälle,Verletzte und Getötete,2006,33.0,52.0,32.0,-36.54,42.0,5
2006-05-01,Verkehrsunfälle,Verletzte und Getötete,2006,564.0,618.0,45.74,-8.74,522.0,5
2006-05-01,Fluchtunfälle,insgesamt,2006,476.0,902.0,-36.53,-47.23,845.0,5
